phase,oxide,rel_error,sign,status,n,total_perturbation_rows,ok_rows,qc_failed_cpx,qc_failed_liq_total_high,cpx_total_min,cpx_total_max,cpx_stoich_ratio_min,cpx_stoich_ratio_max,liq_total_min,liq_total_max
liq,MnO_liq,0.03,plus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,MnO_liq,0.03,plus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,Na2O_liq,0.01,minus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,Na2O_liq,0.01,minus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,Na2O_liq,0.01,plus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,Na2O_liq,0.01,plus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,Na2O_liq,0.02,minus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,Na2O_liq,0.02,minus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,Na2O_liq,0.02,plus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,Na2O_liq,0.02,plus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,Na2O_liq,0.03,minus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,Na2O_liq,0.03,minus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,Na2O_liq,0.03,plus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,Na2O_liq,0.03,plus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,SiO2_liq,0.01,minus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,SiO2_liq,0.01,minus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,SiO2_liq,0.01,plus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,SiO2_liq,0.01,plus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,SiO2_liq,0.02,minus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,SiO2_liq,0.02,minus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,SiO2_liq,0.02,plus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,SiO2_liq,0.02,plus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,SiO2_liq,0.03,minus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,SiO2_liq,0.03,minus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,SiO2_liq,0.03,plus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,SiO2_liq,0.03,plus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,TiO2_liq,0.01,minus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,TiO2_liq,0.01,minus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,TiO2_liq,0.01,plus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,TiO2_liq,0.01,plus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,TiO2_liq,0.02,minus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,TiO2_liq,0.02,minus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,TiO2_liq,0.02,plus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,TiO2_liq,0.02,plus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,TiO2_liq,0.03,minus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,TiO2_liq,0.03,minus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,TiO2_liq,0.03,plus,calculation_failed,252,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
liq,TiO2_liq,0.03,plus,ok,1376,159544,134636,242,0,97.660797,100.52916726533796,0.9655907317953965,1.1104546008140586,95.06959688212976,102.19653097676614
